,prm,res
187,"[1.536999999999999, 0.307, 1.071, -0.29799999999999904, -0.8, 3811.0, 2336.0, 2.299999999999999, 4.969999999999999, 0.6889999999999991]",727988.9419870994
188,"[0.023, 0.307, 1.762, -0.12, -0.8, 4276.0, 2385.0, 5.589999999999999, 3.91, 0.531]",86448.61356848528
189,"[2.688, 0.307, -0.559, 0.23799999999999902, -0.8, 3956.0, 1651.0, 4.2, 3.549999999999999, 0.5939999999999991]",75082.19396146933
190,"[2.611, 0.307, -0.7289999999999991, -0.055, -0.8, 3702.0, 1550.0, 4.769999999999999, 2.18, 0.545]",101509.60745551297
191,"[0.34699999999999903, 0.307, -0.401, 0.636, -0.8, 3779.0, 1984.0, 7.299999999999999, 7.33, 0.6019999999999991]",548871.3838480343
192,"[1.794999999999999, 0.307, -0.125, 0.6959999999999991, -0.8, 3728.0, 1853.0, 4.419999999999999, 4.799999999999999, 0.632]",584444.9532507639
193,"[0.497, 0.307, 0.75, -0.050999999999999004, -0.8, 3959.0, 2012.0, 2.23, 3.45, 0.5739999999999991]",5446.364405535401
194,"[2.613, 0.307, 1.538999999999999, -0.152, -0.8, 3233.0, 2678.0, 1.889999999999999, 2.1, 0.6079999999999991]",22126.132946373684
195,"[3.629999999999999, 0.307, 1.742, 0.649, -0.8, 4238.0, 2056.0, 5.21, 3.569999999999999, 0.687]",840753.6711397128
196,"[2.882, 0.307, 3.225, -0.308, -0.8, 3603.0, 1445.0, 1.24, 0.27, 0.657]",295925.4859959588
197,"[1.506, 0.307, 0.996, 0.44500000000000006, -0.8, 4389.0, 2069.0, 5.7, 2.49, 0.636]",329469.00538533187
198,"[0.060999999999999006, 0.307, 2.649999999999999, -0.192, -0.8, 3344.0, 2307.0, 0.5, 8.62, 0.543]",56647.765568179995
199,"[-0.20699999999999902, 0.307, 1.458, -0.37, -0.8, 3348.0, 2111.0, 0.55, 8.21, 0.548]",40169.97494324185
200,"[0.906, 0.307, 3.932999999999999, 0.374, -0.8, 4020.0, 1756.0, 6.96, 2.609999999999999, 0.672]",594127.8306837847
201,"[0.34499999999999903, 0.307, 2.033999999999999, -0.021999999999999003, -0.8, 3705.0, 2267.0, 5.54, 7.94, 0.543]",34108.012238506846
202,"[1.119, 0.307, -0.154, -0.157, -0.8, 3968.0, 1727.0, 3.589999999999999, 2.54, 0.5979999999999991]",19406.83506950818
203,"[0.315, 0.307, 3.306, 0.524, -0.8, 4022.0, 1821.0, 8.99, 3.21, 0.5759999999999991]",100374.1134365342
204,"[0.07199999999999901, 0.307, 4.464, 0.10400000000000001, -0.8, 4484.0, 1549.0, 4.669999999999999, 2.99, 0.673]",535944.5504892742
205,"[1.784999999999999, 0.307, 4.190999999999999, -0.21299999999999902, -0.8, 4427.0, 1907.0, 8.66, 2.02, 0.627]",360677.48394333856
206,"[0.21099999999999902, 0.307, -0.14999999999999902, -0.201, -0.8, 3959.0, 1784.0, 2.56, 3.18, 0.5919999999999991]",5410.951577073851
207,"[2.882, 0.307, 3.109999999999999, -0.308, -0.8, 3603.0, 1445.0, 2.33, 1.28, 0.5979999999999991]",97940.10981621868
208,"[0.405, 0.307, 2.172, 0.171, -0.8, 4718.0, 2019.0, 6.37, 5.089999999999999, 0.6019999999999991]",391304.8558650582
209,"[0.439, 0.307, 0.48399999999999904, -0.254, -0.8, 3988.0, 2123.0, 2.33, 2.419999999999999, 0.624]",14103.308212143429
210,"[-0.561, 0.307, -0.14499999999999902, -0.268, -0.8, 3948.0, 2012.0, 2.23, 3.45, 0.5739999999999991]",3447.643314975804
211,"[1.171999999999999, 0.307, 4.046999999999999, 0.25, -0.8, 4101.0, 1771.0, 7.299999999999999, 2.299999999999999, 0.666]",602374.6217114839
212,"[2.903999999999999, 0.307, 1.871, -0.056, -0.8, 3711.0, 2299.0, 2.299999999999999, 3.35, 0.654]",164136.10667176545
213,"[1.536999999999999, 0.307, 1.071, -0.29799999999999904, -0.8, 3811.0, 2336.0, 2.87, 5.849999999999999, 0.559]",20002.313924275368
214,"[0.312, 0.307, 0.42099999999999904, -0.378, -0.8, 3991.0, 2125.0, 2.359999999999999, 1.97, 0.652]",23745.65539088237
215,"[0.5859999999999991, 0.307, 1.82, -0.23499999999999902, -0.8, 3694.0, 2055.0, 0.8199999999999991, 8.12, 0.554]",29081.641219675676
216,"[0.34499999999999903, 0.307, 2.033999999999999, -0.021999999999999003, -0.8, 3705.0, 2267.0, 5.54, 7.94, 0.548]",31361.86504844138
217,"[1.369, 0.307, 0.7009999999999991, 0.41699999999999904, -0.8, 4140.0, 2253.0, 2.939999999999999, 5.769999999999999, 0.624]",481919.3443992726
218,"[0.043999999999999005, 0.307, 1.109, 0.28699999999999903, -0.8, 4565.0, 1443.0, 4.519999999999999, 7.009999999999999, 0.5809999999999991]",217209.47068549963
219,"[2.644, 0.307, 0.341, -0.115, -0.8, 3679.0, 2250.0, 2.87, 5.849999999999999, 0.559]",24234.25532839714
220,"[0.321, 0.307, 2.439999999999999, 0.109, -0.8, 4778.0, 1754.0, 5.429999999999999, 6.23, 0.5989999999999991]",379459.7488455365
221,"[1.865, 0.307, -0.025, -0.202, -0.8, 3575.0, 1798.0, 2.069999999999999, 6.32, 0.53]",116059.03040841901
222,"[0.6909999999999991, 0.307, 0.20999999999999902, 0.034, -0.8, 4793.0, 1701.0, 2.23, 3.45, 0.5739999999999991]",1290.582845767342
223,"[-0.09099999999999901, 0.307, 1.316, -0.307, -0.8, 3470.0, 2134.0, 0.8399999999999991, 7.73, 0.546]",40233.44537693262
224,"[1.639, 0.307, 1.044, -0.078, -0.8, 3377.0, 2234.0, 1.75, 1.2, 0.622]",71339.59418371822
225,"[-0.05399999999999901, 0.307, 2.484999999999999, 0.249, -0.8, 4778.0, 1711.0, 3.509999999999999, 5.179999999999999, 0.544]",25677.437510851618
226,"[0.549, 0.307, 0.528, -0.23499999999999902, -0.8, 3653.0, 2044.0, 2.39, 1.45, 0.623]",24153.88007227184
227,"[2.262, 0.307, 1.671, -0.21299999999999902, -0.8, 3774.0, 2595.0, 1.52, 2.25, 0.6099999999999991]",14604.661074045225
228,"[0.023, 0.307, 0.75, -0.050999999999999004, -0.8, 3959.0, 2012.0, 2.23, 3.45, 0.5739999999999991]",4669.164674660544
229,"[1.453, 0.307, 0.8219999999999991, -0.27, -0.8, 3842.0, 2214.0, 2.35, 4.549999999999999, 0.669]",507203.3595120652
230,"[1.252999999999999, 0.307, 1.645999999999999, -0.231, -0.8, 3361.0, 2450.0, 2.08, 2.299999999999999, 0.616999999999999]",7052.451672299077
231,"[-0.20699999999999902, 0.307, 1.458, -0.37, -0.8, 3348.0, 2111.0, 0.55, 8.21, 0.547]",42576.73920467525
232,"[-0.278, 0.307, 1.145, -0.34799999999999903, -0.8, 3468.0, 2091.0, 0.88, 7.25, 0.553]",27491.3633013482
233,"[1.326, 0.307, 0.7129999999999991, -0.096, -0.8, 4496.0, 1688.0, 2.16, 3.649999999999999, 0.5959999999999991]",21955.90305450383
234,"[2.644, 0.307, -0.154, -0.157, -0.8, 3968.0, 1727.0, 2.569999999999999, 2.91, 0.5889999999999991]",6247.2392640159105
235,"[0.523, 0.307, 0.5689999999999991, -0.07299999999999901, -0.8, 3960.0, 2129.0, 2.81, 5.259999999999999, 0.551]",15431.768423920692
236,"[0.7139999999999991, 0.307, 0.101, -0.318, -0.8, 3981.0, 1884.0, 2.71, 1.879999999999999, 0.64]",24502.550369633227
237,"[2.644, 0.307, 0.341, -0.115, -0.8, 3728.0, 1853.0, 4.419999999999999, 4.799999999999999, 0.632]",528349.419385236
238,"[0.28, 0.307, 2.305, 0.16, -0.8, 4648.0, 1995.0, 6.61, 5.71, 0.5799999999999991]",186900.4431675582
239,"[0.35899999999999904, 0.307, 4.169999999999999, 0.23899999999999902, -0.8, 4291.0, 1600.0, 5.28, 2.879999999999999, 0.672]",519519.3584862147
240,"[1.119, 0.307, -0.154, -0.115, -0.8, 3679.0, 1550.0, 4.769999999999999, 2.18, 0.678]",374033.3833833282
241,"[1.897999999999999, 0.307, 1.324, 0.463, -0.8, 3878.0, 2359.0, 3.45, 5.21, 0.621]",403949.1432833452
242,"[0.541, 0.307, 2.043, 0.192, -0.8, 4505.0, 1962.0, 6.7, 5.679999999999999, 0.544]",24208.12666718622
243,"[1.506, 0.307, 0.996, 0.44500000000000006, -0.8, 4389.0, 2069.0, 5.7, 2.49, 0.635]",322551.3053602378
244,"[0.776, 0.307, 0.137, -0.005, -0.8, 4628.0, 1706.0, 1.649999999999999, 3.75, 0.6099999999999991]",46609.05465229047
245,"[0.659, 0.307, 1.022, 0.042999999999999004, -0.8, 4011.0, 2055.0, 4.58, 5.769999999999999, 0.537]",45815.31234127241
246,"[0.638, 0.307, 2.101, 0.504, -0.8, 3889.0, 1930.0, 7.629999999999999, 6.16, 0.6019999999999991]",434565.5629564776
247,"[0.11899999999999901, 0.307, 1.36, -0.187, -0.8, 4103.0, 2358.0, 5.04, 4.29, 0.536]",60803.43468657681
248,"[0.081, 0.307, 2.294, -0.034, -0.8, 4438.0, 2301.0, 6.299999999999999, 5.07, 0.55]",19233.27003713484
249,"[0.023, 0.307, 1.762, -0.12, -0.8, 4276.0, 2385.0, 5.589999999999999, 7.94, 0.543]",25015.360734430797
250,"[0.09299999999999901, 0.307, 1.558999999999999, -0.107, -0.8, 4212.0, 2354.0, 5.15, 4.29, 0.533]",73146.63683440669
251,"[0.317, 0.307, 1.844, 0.14699999999999902, -0.8, 4041.0, 2209.0, 6.91, 4.719999999999999, 0.531]",75117.6057177915
252,"[0.34699999999999903, 0.307, -0.401, 0.636, -0.8, 3779.0, 1977.0, 7.299999999999999, 7.33, 0.544]",28878.307338257648
253,"[1.453, 0.307, 0.8259999999999991, -0.27, -0.8, 3842.0, 2214.0, 2.549999999999999, 4.48, 0.67]",538940.3553543453
254,"[-0.34, 0.307, 0.11, -0.14899999999999902, -0.8, 3951.0, 2012.0, 2.23, 3.45, 0.5739999999999991]",3488.514671850748
255,"[1.272, 0.307, 0.763, -0.263, -0.8, 3804.0, 2180.0, 2.35, 3.93, 0.659]",307522.94598053023
256,"[0.248, 0.307, 1.036999999999999, 0.063, -0.8, 3980.0, 2189.0, 5.759999999999999, 5.559999999999999, 0.541]",28122.521019975906
257,"[-0.34, 0.307, 0.48399999999999904, -0.254, -0.8, 3988.0, 2123.0, 2.33, 2.419999999999999, 0.624]",14580.698440677661
258,"[1.421, 0.307, 0.9399999999999991, -0.11, -0.8, 3432.0, 2196.0, 1.87, 1.25, 0.622]",58957.50598370763
259,"[0.913, 0.307, 0.496, -0.281, -0.8, 3922.0, 1990.0, 2.52, 3.71, 0.649]",241908.20705593273
260,"[0.21099999999999902, 0.307, -0.14999999999999902, -0.201, -0.8, 3959.0, 2129.0, 2.81, 5.259999999999999, 0.551]",13419.389686431132
261,"[1.319, 0.307, 0.53, 0.30199999999999905, -0.8, 4105.0, 2147.0, 2.859999999999999, 5.24, 0.616999999999999]",327938.9268832597
262,"[2.134999999999999, 0.307, 0.517, -0.09299999999999901, -0.8, 3803.0, 2163.0, 2.839999999999999, 5.58, 0.555]",18713.26047414245
263,"[0.6909999999999991, 0.307, 0.20999999999999902, 0.034, -0.8, 4793.0, 1701.0, 2.23, 3.45, 0.5989999999999991]",25349.79310776909
264,"[0.88, 0.307, 0.35599999999999904, -0.23499999999999902, -0.8, 3984.0, 2043.0, 2.37, 2.509999999999999, 0.616999999999999]",11050.411404974606
265,"[0.29299999999999904, 0.307, 0.037999999999999, -0.152, -0.8, 3960.0, 1895.0, 2.399999999999999, 3.259999999999999, 0.5829999999999991]",1303.6108275357842
266,"[0.523, 0.307, 0.6079999999999991, -0.076999999999999, -0.8, 3960.0, 2129.0, 2.81, 3.18, 0.5919999999999991]",11170.568586867894
267,"[0.5959999999999991, 0.307, 1.224, 0.029999999999999003, -0.8, 3949.0, 2887.0, 4.769999999999999, 6.2, 0.539]",28846.346768324376
268,"[0.464, 0.307, 2.036, 0.08799999999999901, -0.8, 4107.0, 2135.0, 6.25, 7.36, 0.546]",28791.269178321487
269,"[0.09299999999999901, 0.307, 1.558999999999999, -0.107, -0.8, 4212.0, 2354.0, 5.15, 4.29, 0.5739999999999991]",55687.35632563449
270,"[0.199, 0.307, 1.201, -0.165, -0.8, 4074.0, 2312.0, 4.589999999999999, 4.48, 0.539]",47685.36831816245
271,"[1.963, 0.307, 1.246, -0.255, -0.8, 3792.0, 2493.0, 1.879999999999999, 4.219999999999999, 0.5739999999999991]",9886.231709974772
272,"[0.523, 0.307, 0.5689999999999991, -0.07299999999999901, -0.8, 3960.0, 2129.0, 2.81, 3.45, 0.5739999999999991]",3210.448598679972
273,"[0.254, 0.307, 0.48599999999999904, -0.313, -0.8, 3984.0, 2102.0, 2.33, 2.259999999999999, 0.636]",19769.960383420108
274,"[-0.125, 0.307, 0.012999999999999, -0.168, -0.8, 3956.0, 1945.0, 2.47, 3.379999999999999, 0.5849999999999991]",2385.1747238154717
275,"[1.119, 0.307, -0.154, -0.168, -0.8, 3968.0, 1727.0, 2.569999999999999, 2.91, 0.5889999999999991]",2784.722169854138
276,"[0.23899999999999902, 0.307, 0.35799999999999904, -0.257, -0.8, 3980.0, 2100.0, 2.31, 2.62, 0.6139999999999991]",9805.324529036268
277,"[-0.10199999999999901, 0.307, 0.105, -0.20699999999999902, -0.8, 3964.0, 1976.0, 2.45, 2.48, 0.5919999999999991]",4001.3326766196915
278,"[0.7139999999999991, 0.307, 0.20999999999999902, 0.034, -0.8, 4793.0, 1701.0, 2.23, 3.45, 0.5739999999999991]",1312.0512915399984
279,"[1.589, 0.307, 0.539, -0.109, -0.8, 4390.0, 1695.0, 2.24, 3.5, 0.5939999999999991]",14554.223026568296
280,"[2.41, 0.307, 1.762, -0.12, -0.8, 3732.0, 2455.0, 2.0, 2.99, 0.643]",63703.945947793894
281,"[-0.561, 0.307, -0.14499999999999902, -0.268, -0.8, 3948.0, 2012.0, 2.23, 3.45, 0.5879999999999991]",2871.626355708307
282,"[0.42299999999999904, 0.307, 0.6049999999999991, -0.069, -0.8, 3959.0, 2105.0, 2.68, 4.889999999999999, 0.555]",11691.15278641007
283,"[-0.124, 0.307, -0.14699999999999902, -0.233, -0.8, 3955.0, 1857.0, 2.46, 3.33, 0.5819999999999991]",980.5373425799847
284,"[1.8779999999999992, 0.307, -0.025, -0.202, -0.8, 3575.0, 1798.0, 2.069999999999999, 6.32, 0.53]",116101.01564309599
285,"[0.30599999999999905, 0.307, 0.42599999999999905, -0.111, -0.8, 3957.0, 2105.0, 2.689999999999999, 4.889999999999999, 0.555]",11132.433716730491
286,"[0.8469999999999991, 0.307, 0.438, -0.008, -0.8, 4651.0, 1693.0, 2.21, 3.569999999999999, 0.5789999999999991]",2294.8837284348697
287,"[0.321, 0.307, 2.439999999999999, 0.109, -0.8, 4778.0, 1754.0, 5.429999999999999, 6.23, 0.543]",24688.029573003307
288,"[0.527, 0.307, 0.519, -0.23899999999999902, -0.8, 3708.0, 2059.0, 2.37, 1.639999999999999, 0.623]",15370.556463792094
289,"[0.8199999999999991, 0.307, 1.5, -0.23999999999999902, -0.8, 3785.0, 2289.0, 4.269999999999999, 7.179999999999999, 0.554]",31224.725103680834
290,"[1.639, 0.307, 1.044, -0.078, -0.8, 3377.0, 2234.0, 1.75, 4.549999999999999, 0.669]",372436.32021159603
291,"[2.851999999999999, 0.307, 1.466, -0.076999999999999, -0.8, 3762.0, 2184.0, 2.35, 3.259999999999999, 0.641]",114550.67619732216
292,"[0.6879999999999991, 0.307, 0.7239999999999991, -0.343, -0.8, 3956.0, 2167.0, 2.35, 3.549999999999999, 0.661]",244992.4657726415
293,"[1.536999999999999, 0.307, 1.071, 0.41699999999999904, -0.8, 4140.0, 2253.0, 2.939999999999999, 5.769999999999999, 0.624]",471796.1312644781
294,"[1.284, 0.307, 0.539, -0.109, -0.8, 4390.0, 1695.0, 2.24, 3.5, 0.5939999999999991]",14034.725724885722
295,"[0.9679999999999991, 0.307, 0.6139999999999991, -0.257, -0.8, 3796.0, 2099.0, 2.37, 3.14, 0.642]",105928.72300549864
296,"[-0.561, 0.307, -0.14499999999999902, -0.26, -0.8, 3948.0, 2012.0, 2.71, 1.879999999999999, 0.64]",28643.220137208416
297,"[1.473, 0.307, 0.24299999999999902, -0.223, -0.8, 3554.0, 1865.0, 1.82, 6.599999999999999, 0.533]",95671.38460691686
298,"[2.351, 0.307, 0.5, 0.035, -0.8, 3905.0, 2252.0, 2.879999999999999, 5.82, 0.6059999999999991]",275941.83763685357
299,"[1.536999999999999, 0.307, 1.071, -0.29799999999999904, -0.8, 3811.0, 2336.0, 5.54, 7.94, 0.548]",32840.32126448404
300,"[0.343, 0.307, 3.797, 0.223, -0.8, 4362.0, 1679.0, 5.54, 3.439999999999999, 0.653]",619073.1064685582
301,"[0.519, 0.307, 1.800999999999999, 0.156, -0.8, 4570.0, 1699.0, 2.56, 4.49, 0.5669999999999991]",7711.9656276245105
302,"[-0.561, 0.307, -0.14499999999999902, -0.268, -0.8, 3948.0, 2055.0, 0.8199999999999991, 8.12, 0.554]",20504.705457590342
303,"[0.28, 0.307, 1.979, -0.042, -0.8, 3819.0, 2290.0, 5.549999999999999, 7.94, 0.547]",29789.328500097792
304,"[2.593999999999999, 0.307, 1.441999999999999, 0.058, -0.8, 3815.0, 2319.0, 3.2, 3.93, 0.63]",244885.9363201072
305,"[0.9539999999999991, 0.307, 0.36599999999999905, -0.259, -0.8, 3931.0, 1937.0, 2.529999999999999, 3.549999999999999, 0.637]",160337.8598692387
306,"[0.533, 0.307, 0.36099999999999904, 0.012, -0.8, 4413.0, 1876.0, 2.43, 4.15, 0.562]",5444.399267433909
307,"[1.119, 0.307, -0.154, -0.168, -0.8, 3968.0, 1742.0, 2.569999999999999, 2.91, 0.5889999999999991]",2776.308102244005
308,"[-0.29699999999999904, 0.307, 0.35699999999999904, -0.25, -0.8, 3981.0, 2069.0, 2.35, 2.6, 0.6149999999999991]",11298.788614043995
309,"[0.6009999999999991, 0.307, 0.902, 0.096, -0.8, 4689.0, 1700.0, 2.379999999999999, 3.759999999999999, 0.5839999999999991]",11165.214483002343
310,"[-0.34, 0.307, 0.037999999999999, -0.152, -0.8, 3960.0, 1895.0, 2.399999999999999, 3.259999999999999, 0.5829999999999991]",700.0813072477132
311,"[0.641, 0.307, 1.407, -0.17999999999999902, -0.8, 3824.0, 2269.0, 4.559999999999999, 6.849999999999999, 0.551]",26021.627360593866
312,"[0.231, 0.307, 0.23899999999999902, -0.152, -0.8, 3957.0, 2115.0, 2.759999999999999, 5.049999999999999, 0.553]",12402.854873683322
313,"[0.523, 0.307, 0.6079999999999991, -0.076999999999999, -0.8, 3960.0, 2129.0, 2.21, 3.569999999999999, 0.5789999999999991]",2190.2808215500763
314,"[0.46899999999999903, 0.307, 0.48599999999999904, -0.24299999999999902, -0.8, 3762.0, 2067.0, 2.35, 1.83, 0.622]",9743.091504737298
315,"[0.115, 0.307, 0.017, -0.20399999999999902, -0.8, 3960.0, 2028.0, 2.549999999999999, 4.059999999999999, 0.5779999999999991]",7437.7265615724245
316,"[0.7139999999999991, 0.307, 0.20999999999999902, 0.034, -0.8, 4390.0, 1695.0, 2.24, 3.5, 0.5939999999999991]",14379.283302891296
317,"[2.673999999999999, 0.307, 1.421999999999999, -0.113, -0.8, 3768.0, 2245.0, 2.25, 3.45, 0.629]",91008.84080210833
318,"[1.141, 0.307, 0.7189999999999991, -0.261, -0.8, 3797.0, 2123.0, 2.359999999999999, 3.31, 0.654]",169614.03478836277
319,"[0.519, 0.307, 1.800999999999999, 0.156, -0.8, 4570.0, 1699.0, 2.56, 4.49, 0.5739999999999991]",14575.088753885106
320,"[-0.47399999999999903, 0.307, -0.14599999999999902, -0.261, -0.8, 3949.0, 1981.0, 2.27, 3.419999999999999, 0.5859999999999991]",1634.538922307691
321,"[0.439, 0.307, 0.527, -0.101, -0.8, 3959.0, 2115.0, 2.72, 3.89, 0.5679999999999991]",4124.608278677369
322,"[0.9679999999999991, 0.307, 0.6139999999999991, -0.258, -0.8, 3796.0, 2099.0, 2.37, 2.91, 0.5889999999999991]",3426.069758510725
323,"[0.9529999999999991, 0.307, -0.116, -0.165, -0.8, 3966.0, 1760.0, 2.529999999999999, 2.98, 0.5869999999999991]",2367.2386044978502
324,"[0.91, 0.307, 0.42399999999999904, -0.056, -0.8, 4549.0, 1696.0, 2.23, 3.48, 0.5809999999999991]",2343.7895494218
325,"[0.523, 0.307, 0.6079999999999991, -0.076999999999999, -0.8, 3960.0, 2129.0, 2.81, 3.18, 0.541]",96213.09491491666
326,"[-0.29699999999999904, 0.307, 0.385, -0.25, -0.8, 3981.0, 2069.0, 2.35, 2.6, 0.6149999999999991]",11259.473078157314
327,"[-0.35499999999999904, 0.307, -0.14699999999999902, -0.258, -0.8, 3951.0, 1904.0, 2.279999999999999, 3.35, 0.5829999999999991]",583.3544487084052
328,"[-0.34, 0.307, 0.48399999999999904, -0.254, -0.8, 3988.0, 2123.0, 2.33, 3.33, 0.5819999999999991]",815.5246699541941
329,"[0.9539999999999991, 0.307, 0.374, -0.259, -0.8, 3931.0, 1937.0, 2.529999999999999, 3.549999999999999, 0.637]",160277.92581243304
330,"[0.29799999999999904, 0.307, 0.11799999999999901, -0.135, -0.8, 3958.0, 1956.0, 2.52, 4.15, 0.5629999999999991]",6858.241251898993
331,"[-0.124, 0.307, -0.14699999999999902, -0.20799999999999902, -0.8, 4793.0, 1701.0, 2.23, 3.45, 0.5739999999999991]",957.5989886559482
332,"[0.5869999999999991, 0.307, 0.5739999999999991, -0.064, -0.8, 4098.0, 2041.0, 2.27, 3.25, 0.5889999999999991]",2944.9884481462577
333,"[0.331, 0.307, 0.437, -0.09199999999999901, -0.8, 3959.0, 2049.0, 2.52, 4.5, 0.5649999999999991]",5199.171677324341
334,"[0.7139999999999991, 0.307, 0.20999999999999902, 0.034, -0.8, 4793.0, 1701.0, 2.31, 3.45, 0.5739999999999991]",1158.4483339159044
335,"[0.34799999999999903, 0.307, 0.7009999999999991, -0.058, -0.8, 4079.0, 2023.0, 2.5, 4.809999999999999, 0.557]",9756.964058187728
336,"[0.923, 0.307, 0.447, -0.097, -0.8, 3908.0, 2139.0, 2.73, 5.339999999999999, 0.555]",12233.712854738405
337,"[2.351, 0.307, 0.5, 0.035, -0.8, 3905.0, 2252.0, 5.549999999999999, 7.94, 0.547]",32438.633120608465
338,"[0.5969999999999991, 0.307, 0.48599999999999904, -0.23899999999999902, -0.8, 3763.0, 2055.0, 2.37, 1.81, 0.621]",10497.587055707223
339,"[-0.233, 0.307, -0.099, -0.247, -0.8, 3949.0, 1997.0, 2.359999999999999, 3.39, 0.5859999999999991]",2080.8630191610087
340,"[-0.124, 0.307, 0.48399999999999904, -0.254, -0.8, 3988.0, 2123.0, 2.33, 2.419999999999999, 0.624]",14403.285237607792
341,"[0.8349999999999991, 0.307, 0.5, -0.273, -0.8, 3879.0, 2003.0, 2.49, 3.29, 0.643]",142136.33742185897
342,"[1.169999999999999, 0.307, 0.23799999999999902, -0.124, -0.8, 4067.0, 1715.0, 2.37, 3.14, 0.5919999999999991]",4319.391447767168
343,"[1.536999999999999, 0.307, 1.036999999999999, 0.063, -0.8, 3980.0, 2189.0, 5.759999999999999, 5.559999999999999, 0.541]",33676.08305484541
344,"[1.499, 0.307, 0.9619999999999991, -0.23499999999999902, -0.8, 3789.0, 2235.0, 2.279999999999999, 3.74, 0.655]",238518.24144630285
345,"[0.7319999999999991, 0.307, 0.898, -0.246, -0.8, 3863.0, 2214.0, 3.439999999999999, 5.719999999999999, 0.55]",18262.04990723591
346,"[0.88, 0.307, 0.35599999999999904, -0.12, -0.8, 3732.0, 2455.0, 2.0, 2.99, 0.643]",68076.99391897004
347,"[0.7089999999999991, 0.307, 0.20999999999999902, 0.034, -0.8, 4793.0, 1701.0, 2.23, 3.45, 0.5739999999999991]",1307.3500293496909
348,"[0.42299999999999904, 0.307, 0.7319999999999991, -0.017, -0.8, 3966.0, 2168.0, 4.549999999999999, 3.919999999999999, 0.554]",13544.762033716865
349,"[0.5959999999999991, 0.307, 1.224, -0.107, -0.8, 4212.0, 2354.0, 5.15, 4.29, 0.5739999999999991]",55863.55095405426
350,"[0.562, 0.307, 0.453, -0.042, -0.8, 3960.0, 2029.0, 2.649999999999999, 4.49, 0.561]",7206.446986474501
351,"[0.9389999999999991, 0.307, 1.062999999999999, 0.039, -0.8, 4535.0, 1728.0, 3.68, 5.04, 0.5799999999999991]",78475.11023626251
352,"[0.29299999999999904, 0.307, 0.037999999999999, -0.152, -0.8, 3960.0, 1895.0, 2.37, 2.509999999999999, 0.616999999999999]",11013.546402754171
353,"[0.28799999999999903, 0.307, 2.071, -0.012, -0.8, 4010.0, 2182.0, 5.519999999999999, 7.589999999999999, 0.546]",28611.241035341984
354,"[1.215, 0.307, 0.447, -0.132, -0.8, 3725.0, 1995.0, 2.299999999999999, 4.61, 0.553]",27474.97480577138
355,"[0.17, 0.307, 0.10199999999999901, -0.139, -0.8, 3958.0, 1909.0, 2.49, 3.97, 0.5669999999999991]",4539.354087110907
356,"[0.622, 0.307, 0.441, -0.12, -0.8, 3803.0, 2036.0, 2.37, 4.559999999999999, 0.561]",9792.087586938049
357,"[1.119, 0.307, -0.137, -0.168, -0.8, 3968.0, 2041.0, 2.27, 3.25, 0.5889999999999991]",3027.9406205694972
358,"[1.04, 0.307, 0.312, -0.115, -0.8, 4045.0, 1797.0, 3.74, 3.22, 0.5889999999999991]",26684.653609605608
359,"[0.326, 0.307, 0.281, -0.215, -0.8, 3956.0, 2048.0, 2.259999999999999, 3.439999999999999, 0.5799999999999991]",1667.9737712318808
360,"[0.5959999999999991, 0.307, 1.224, -0.107, -0.8, 3866.0, 2214.0, 3.439999999999999, 5.719999999999999, 0.55]",17851.76394020248
