,prm,res
4682,"[-0.36699999999999905, 0.307, -0.09099999999999901, -0.246, -0.8, 4482.0, 1918.0, 2.14, 3.069999999999999, 0.5859999999999991]",86.01855388445094
4683,"[-0.379, 0.307, -0.09199999999999901, -0.247, -0.8, 4482.0, 1918.0, 2.14, 3.069999999999999, 0.5859999999999991]",86.18692456868618
4684,"[-0.36499999999999905, 0.307, -0.14699999999999902, -0.247, -0.8, 4480.0, 1919.0, 2.14, 3.279999999999999, 0.5859999999999991]",901.4729694308274
4685,"[-0.38, 0.307, -0.096, -0.279, -0.8, 4482.0, 1917.0, 2.14, 3.069999999999999, 0.5859999999999991]",87.13973875176521
4686,"[-0.373, 0.307, 0.027, -0.246, -0.8, 4482.0, 1918.0, 2.129999999999999, 3.06, 0.5849999999999991]",213.2191680615117
4687,"[-0.38, 0.307, -0.14699999999999902, -0.247, -0.8, 4480.0, 1919.0, 2.14, 3.279999999999999, 0.5859999999999991]",901.6702610651372
4688,"[-0.379, 0.307, -0.10299999999999901, -0.248, -0.8, 4482.0, 1921.0, 2.129999999999999, 3.06, 0.5859999999999991]",94.03194598940858
4689,"[-0.373, 0.307, -0.09099999999999901, -0.246, -0.8, 4482.0, 1913.0, 2.14, 3.069999999999999, 0.5859999999999991]",86.36335016594764
4690,"[-0.377, 0.307, -0.08799999999999901, -0.248, -0.8, 4483.0, 1918.0, 2.14, 3.06, 0.5859999999999991]",91.23070691307495
4691,"[-0.36899999999999905, 0.307, -0.114, -0.248, -0.8, 4480.0, 1918.0, 2.14, 3.06, 0.5859999999999991]",89.96599286682839
4692,"[-0.36799999999999905, 0.307, -0.114, -0.24399999999999902, -0.8, 4481.0, 1917.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.20664932711848
4693,"[-0.35699999999999904, 0.307, -0.126, -0.23599999999999902, -0.8, 4482.0, 1915.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.07818203274827
4694,"[-0.36899999999999905, 0.307, -0.113, -0.247, -0.8, 4480.0, 1918.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.18960255874305
4695,"[-0.375, 0.307, -0.14499999999999902, -0.248, -0.8, 4480.0, 1963.0, 2.14, 3.089999999999999, 0.5859999999999991]",98.78170063109121
4696,"[-0.379, 0.307, -0.101, -0.248, -0.8, 4483.0, 1923.0, 2.14, 3.06, 0.5859999999999991]",90.08742790170959
4697,"[-0.379, 0.307, -0.099, -0.248, -0.8, 4480.0, 1919.0, 2.14, 3.049999999999999, 0.5859999999999991]",100.11432230030871
4698,"[-0.376, 0.307, -0.09199999999999901, -0.248, -0.8, 4482.0, 1921.0, 2.509999999999999, 3.049999999999999, 0.5859999999999991]",1129.993514488486
4699,"[-0.377, 0.307, -0.08799999999999901, -0.246, -0.8, 4482.0, 1917.0, 2.14, 4.179999999999999, 0.5859999999999991]",21495.865003890136
4700,"[-0.391, 0.307, -0.1, -0.248, -0.8, 4482.0, 1918.0, 2.14, 3.069999999999999, 0.5859999999999991]",86.17065042046733
4701,"[-0.373, 0.307, -0.10299999999999901, -0.247, -0.8, 4490.0, 1917.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.09497529074991
4702,"[-0.371, 0.307, -0.109, -0.247, -0.8, 4481.0, 1918.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.3155755329449
4703,"[-0.5969999999999991, 0.307, -0.097, -0.247, -0.8, 4484.0, 1917.0, 2.14, 3.069999999999999, 0.5859999999999991]",107.83952601602624
4704,"[-0.379, 0.307, -0.127, -0.25, -0.8, 4481.0, 1921.0, 2.129999999999999, 3.06, 0.5859999999999991]",93.00083192789214
4705,"[-0.36699999999999905, 0.307, -0.126, -0.247, -0.8, 4480.0, 1918.0, 2.14, 3.069999999999999, 0.5859999999999991]",84.73717516997488
4706,"[-0.379, 0.307, -0.14699999999999902, -0.247, -0.8, 4481.0, 1917.0, 2.14, 3.069999999999999, 0.5859999999999991]",84.93306305660855
4707,"[-0.383, 0.307, -0.101, -0.246, -0.8, 4483.0, 1921.0, 2.14, 3.06, 0.5859999999999991]",90.32563956215739
4708,"[-0.379, 0.307, -0.106, -0.245, -0.8, 5000.0, 1918.0, 2.16, 3.069999999999999, 0.5859999999999991]",835.9149256257025
4709,"[-0.374, 0.307, -0.117, -0.248, -0.8, 4481.0, 1918.0, 2.14, 3.06, 0.5849999999999991]",164.14175944564136
4710,"[-0.36799999999999905, 0.307, -0.122, -0.24299999999999902, -0.8, 4481.0, 1917.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.04465823417023
4711,"[-0.393, 0.307, -0.1, -0.248, -0.8, 4483.0, 1920.0, 2.14, 3.069999999999999, 0.5859999999999991]",86.16771027084876
4712,"[-0.378, 0.307, -0.10199999999999901, -0.248, -0.8, 4482.0, 1926.0, 2.129999999999999, 3.06, 0.5859999999999991]",93.49524220932176
4713,"[-0.38, 0.307, -0.1, -0.248, -0.8, 4482.0, 1917.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.84113203709164
4714,"[-0.35199999999999904, 0.307, -0.09099999999999901, -0.246, -0.8, 4482.0, 1918.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.84556229396959
4715,"[-0.379, 0.307, -0.1, -0.248, -0.8, 4482.0, 1917.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.81346935163116
4716,"[-0.379, 0.307, -0.14599999999999902, -0.247, -0.8, 4481.0, 1918.0, 2.14, 3.069999999999999, 0.5859999999999991]",84.98272356026459
4717,"[-0.372, 0.307, -0.111, -0.248, -0.8, 4482.0, 1917.0, 2.14, 3.06, 0.5859999999999991]",89.90460488033798
4718,"[-0.382, 0.307, -0.101, -0.245, -0.8, 4483.0, 1922.0, 2.14, 3.049999999999999, 0.5859999999999991]",98.56109423042666
4719,"[-0.247, 0.307, -0.101, -0.248, -0.8, 4482.0, 1919.0, 2.129999999999999, 3.06, 0.5879999999999991]",170.7872466077189
4720,"[-0.371, 0.307, -0.109, -0.247, -0.8, 4481.0, 1913.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.43558760907554
4721,"[-0.38, 0.307, -0.097, -0.248, -0.8, 4481.0, 1920.0, 2.129999999999999, 3.049999999999999, 0.5859999999999991]",105.8130181388705
4722,"[-0.375, 0.307, -0.094, -0.246, -0.8, 4479.0, 1917.0, 2.14, 3.069999999999999, 0.5849999999999991]",147.07857899766475
4723,"[-0.379, 0.307, -0.09199999999999901, -0.247, -0.8, 4463.0, 1918.0, 2.14, 3.069999999999999, 0.5859999999999991]",88.76867866918401
4724,"[-0.378, 0.307, -0.094, -0.247, -0.8, 4482.0, 1966.0, 2.14, 3.049999999999999, 0.5859999999999991]",97.17355207699215
4725,"[-0.277, 0.307, -0.10299999999999901, -0.247, -0.8, 4480.0, 1917.0, 2.14, 3.06, 0.5849999999999991]",170.4628720668129
4726,"[-0.34699999999999903, 0.307, -0.106, -0.221, -0.8, 4481.0, 1919.0, 2.14, 3.049999999999999, 0.5859999999999991]",97.27452305085907
4727,"[-0.378, 0.307, -0.10299999999999901, -0.248, -0.8, 4481.0, 1920.0, 2.14, 3.049999999999999, 0.5909999999999991]",886.4484764114114
4728,"[-0.36899999999999905, 0.307, -0.109, -0.248, -0.8, 4479.0, 1918.0, 2.14, 3.06, 0.5849999999999991]",167.0791947035807
4729,"[-0.379, 0.307, -0.101, -0.248, -0.8, 4483.0, 1997.0, 2.14, 3.069999999999999, 0.5869999999999991]",151.73700481387996
4730,"[-0.375, 0.307, -0.09199999999999901, -0.246, -0.8, 4486.0, 1917.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.84383038256888
4731,"[-0.379, 0.307, -0.101, -0.245, -0.8, 4483.0, 1923.0, 2.129999999999999, 3.049999999999999, 0.5849999999999991]",203.3568665204837
4732,"[-0.393, 0.307, -0.1, -0.248, -0.8, 4481.0, 1918.0, 2.129999999999999, 3.06, 0.5859999999999991]",95.35560368133581
4733,"[-0.379, 0.307, -0.1, -0.248, -0.8, 4481.0, 1920.0, 2.14, 3.049999999999999, 0.5909999999999991]",885.0379757577186
4734,"[-0.374, 0.307, -0.105, -0.248, -0.8, 4481.0, 1849.0, 2.14, 3.06, 0.5859999999999991]",104.59555446347528
4735,"[-0.391, 0.307, -0.101, -0.248, -0.8, 4481.0, 1918.0, 2.129999999999999, 3.06, 0.5859999999999991]",95.21041502082826
4736,"[-0.38, 0.307, -0.10299999999999901, -0.248, -0.8, 4482.0, 1918.0, 2.129999999999999, 3.06, 0.5859999999999991]",94.44403183379906
4737,"[-0.374, 0.307, -0.14699999999999902, -0.247, -0.8, 4481.0, 1917.0, 2.14, 3.069999999999999, 0.5859999999999991]",84.6890444100068
4738,"[-0.371, 0.307, -0.112, -0.247, -0.8, 4481.0, 1913.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.30052608630646
4739,"[-0.372, 0.307, -0.123, -0.248, -0.8, 4480.0, 1918.0, 2.14, 3.06, 0.5849999999999991]",163.88826685267713
4740,"[-0.379, 0.307, -0.14699999999999902, -0.247, -0.8, 4481.0, 2000.0, 2.14, 3.069999999999999, 0.5859999999999991]",101.86144632179413
4741,"[-0.382, 0.307, -0.1, -0.246, -0.8, 4483.0, 1920.0, 2.14, 3.06, 0.5859999999999991]",90.40058026856056
4742,"[-0.381, 0.307, -1.0, -0.246, -0.8, 4485.0, 1919.0, 2.14, 3.06, 0.5859999999999991]",447.66244610261174
4743,"[-0.391, 0.307, -0.1, -0.248, -0.8, 4482.0, 1917.0, 2.14, 3.06, 0.5859999999999991]",91.14045746817769
4744,"[-0.36599999999999905, 0.307, -0.117, -0.245, -0.8, 4482.0, 1917.0, 2.14, 3.069999999999999, 0.5859999999999991]",84.93841286484279
4745,"[-0.36499999999999905, 0.307, -0.792, -0.24099999999999902, -0.8, 4482.0, 1914.0, 2.14, 3.069999999999999, 0.5859999999999991]",293.3676725351775
4746,"[-0.36899999999999905, 0.307, -0.113, -0.247, -0.8, 4480.0, 1963.0, 2.14, 3.089999999999999, 0.5859999999999991]",95.7014542058174
4747,"[-0.392, 0.307, -0.1, -0.248, -0.8, 4482.0, 1918.0, 2.14, 3.069999999999999, 0.5859999999999991]",86.20693632949994
4748,"[-0.376, 0.307, -0.11899999999999901, -0.24399999999999902, -0.8, 4482.0, 1920.0, 2.14, 3.06, 0.5859999999999991]",89.50744292684999
4749,"[-0.379, 0.307, -0.10299999999999901, -0.247, -0.8, 4481.0, 1918.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.7725905890842
4750,"[-0.378, 0.307, -0.124, -0.25, -0.8, 4747.0, 1920.0, 2.129999999999999, 3.06, 0.5859999999999991]",222.411298872225
4751,"[-0.375, 0.307, -0.117, -0.248, -0.8, 4481.0, 1919.0, 2.1, 3.06, 0.5859999999999991]",115.56944555017525
4752,"[-0.396, 0.307, -0.114, -0.24399999999999902, -0.8, 4481.0, 1917.0, 2.14, 3.069999999999999, 0.5859999999999991]",86.24869190560666
4753,"[-0.36899999999999905, 0.307, -0.116, -0.247, -0.8, 4515.0, 1918.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.8274119824924
4754,"[-0.379, 0.307, -0.14699999999999902, -0.247, -0.8, 4481.0, 1917.0, 2.14, 3.069999999999999, 0.5849999999999991]",138.40828494766762
4755,"[-0.379, 0.307, -0.14699999999999902, -0.247, -0.8, 4481.0, 1917.0, 2.14, 3.02, 0.5859999999999991]",145.6318406965254
4756,"[-0.35699999999999904, 0.307, -0.09199999999999901, -0.246, -0.8, 4482.0, 1917.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.8754153099786
4757,"[-0.376, 0.307, -0.131, -0.248, -0.8, 4481.0, 1917.0, 2.14, 3.06, 0.5849999999999991]",162.31740771045554
4758,"[-0.379, 0.307, -0.14599999999999902, -0.247, -0.8, 4480.0, 1918.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.0005638575528
4759,"[-0.36899999999999905, 0.307, -0.116, -0.247, -0.8, 4480.0, 1918.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.08494675927511
4760,"[-0.38, 0.307, -0.101, -0.248, -0.8, 4485.0, 1919.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.56267065388039
4761,"[-0.35699999999999904, 0.307, -0.126, -0.247, -0.8, 4480.0, 1918.0, 2.14, 3.069999999999999, 0.5829999999999991]",515.2285248199097
4762,"[-0.373, 0.307, -0.117, -0.247, -0.8, 4481.0, 1917.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.10809592003388
4763,"[-0.371, 0.307, -0.133, -0.247, -0.8, 4480.0, 1918.0, 2.14, 3.069999999999999, 0.5859999999999991]",84.7376600343934
4764,"[-0.379, 0.307, -0.14699999999999902, -0.23599999999999902, -0.8, 4481.0, 1917.0, 2.14, 3.069999999999999, 0.5859999999999991]",86.13711246206014
4765,"[-0.379, 0.307, -0.14799999999999902, -0.247, -0.8, 4481.0, 1917.0, 2.14, 3.069999999999999, 0.5859999999999991]",84.93615482634667
4766,"[-0.382, 0.307, -0.10199999999999901, -0.248, -0.8, 4482.0, 1920.0, 2.129999999999999, 3.06, 0.5859999999999991]",94.32409563217591
4767,"[-0.247, 0.307, -0.101, -0.248, -0.8, 4482.0, 1919.0, 2.129999999999999, 3.06, 0.5869999999999991]",91.75316978071994
4768,"[-0.36899999999999905, 0.307, -0.114, -0.245, -0.8, 4480.0, 1917.0, 2.14, 3.069999999999999, 0.5849999999999991]",142.71395399370593
4769,"[-0.381, 0.307, -0.10299999999999901, -0.247, -0.8, 4482.0, 1921.0, 2.129999999999999, 3.049999999999999, 0.5859999999999991]",104.61070664479607
4770,"[-0.35699999999999904, 0.307, -0.126, -0.247, -0.8, 4480.0, 1917.0, 2.14, 3.06, 0.5849999999999991]",163.30126693795322
4771,"[-0.371, 0.307, -0.113, -0.247, -0.8, 4480.0, 1918.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.24363970439572
4772,"[-0.36399999999999905, 0.307, -0.09099999999999901, -0.246, -0.8, 4482.0, 1914.0, 2.14, 3.069999999999999, 0.5859999999999991]",86.17702447978361
4773,"[-0.36899999999999905, 0.307, -0.114, -0.24399999999999902, -0.8, 4632.0, 1917.0, 2.14, 3.069999999999999, 0.5859999999999991]",136.7698077771062
4774,"[-0.379, 0.307, -0.09099999999999901, -0.248, -0.8, 4483.0, 1918.0, 2.14, 3.06, 0.5859999999999991]",91.06488054498827
4775,"[-0.372, 0.307, -0.14299999999999902, -0.248, -0.8, 4479.0, 1826.0, 2.14, 3.06, 0.5849999999999991]",212.72633042797935
4776,"[-0.36699999999999905, 0.307, -0.126, -0.248, -0.8, 4481.0, 1918.0, 2.14, 3.06, 0.5849999999999991]",162.58901418327173
4777,"[-0.377, 0.307, -0.125, -0.25, -0.8, 4480.0, 1920.0, 2.129999999999999, 3.06, 0.5859999999999991]",93.3444209499063
4778,"[-0.379, 0.307, -0.1, -0.256, -0.8, 4481.0, 1921.0, 2.14, 3.049999999999999, 0.5859999999999991]",100.26557798442738
4779,"[-0.371, 0.307, -0.109, -0.247, -0.8, 4481.0, 1918.0, 2.14, 3.06, 0.5849999999999991]",165.06792850995194
4780,"[-0.35199999999999904, 0.307, -0.11, -0.226, -0.8, 4481.0, 1918.0, 2.14, 3.049999999999999, 0.5849999999999991]",180.83269054961747
4781,"[-0.379, 0.307, -0.098, -0.248, -0.8, 4481.0, 1951.0, 2.14, 2.41, 0.5859999999999991]",9297.661124489272
4782,"[-0.35699999999999904, 0.307, -0.114, -0.248, -0.8, 4480.0, 1918.0, 2.14, 3.06, 0.5859999999999991]",89.68867834699297
4783,"[-0.382, 0.307, -0.10199999999999901, -0.246, -0.8, 4031.0, 1922.0, 2.129999999999999, 3.049999999999999, 0.5859999999999991]",814.6809407497045
4784,"[-0.383, 0.307, -0.10299999999999901, -0.248, -0.8, 4481.0, 1919.0, 2.129999999999999, 3.06, 0.5859999999999991]",94.65929971375814
4785,"[-0.377, 0.307, -0.125, -0.245, -0.8, 4481.0, 1919.0, 2.14, 3.06, 0.5859999999999991]",89.51100138641064
4786,"[-0.377, 0.307, -0.14799999999999902, -0.247, -0.8, 4481.0, 1917.0, 2.14, 3.029999999999999, 0.5859999999999991]",125.2831023561984
4787,"[-0.38, 0.307, -0.123, -0.248, -0.8, 4482.0, 1918.0, 2.129999999999999, 3.06, 0.5859999999999991]",93.18071255775466
4788,"[-0.39, 0.307, -0.101, -0.248, -0.8, 4482.0, 1918.0, 2.14, 3.069999999999999, 0.5859999999999991]",86.0981400635002
4789,"[-0.382, 0.307, -0.10299999999999901, -0.248, -0.8, 4482.0, 1919.0, 2.129999999999999, 3.06, 0.5859999999999991]",94.37966186035645
4790,"[-0.379, 0.307, -0.14699999999999902, -0.247, -0.8, 4469.0, 1917.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.5216718861509
4791,"[-0.373, 0.307, 0.066, -0.249, -0.8, 4480.0, 1918.0, 2.129999999999999, 3.06, 0.5849999999999991]",231.04341820055413
4792,"[-0.36099999999999904, 0.307, -0.10299999999999901, -0.247, -0.8, 4502.0, 1917.0, 2.14, 3.069999999999999, 0.5859999999999991]",84.53975873434811
4793,"[-0.36599999999999905, 0.307, -0.117, -0.245, -0.8, 4482.0, 1918.0, 2.14, 3.069999999999999, 0.5859999999999991]",84.9416718277313
4794,"[-0.379, 0.307, -0.105, -0.248, -0.8, 4481.0, 1918.0, 2.129999999999999, 3.06, 0.5859999999999991]",94.51779093491056
4795,"[-0.376, 0.307, -0.107, -0.248, -0.8, 4481.0, 1915.0, 2.129999999999999, 3.06, 0.5859999999999991]",94.69018309215033
4796,"[-0.383, 0.307, -0.10299999999999901, -0.248, -0.8, 4481.0, 1918.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.85701563183267
4797,"[-0.388, 0.307, -0.105, -0.248, -0.8, 4481.0, 1917.0, 2.129999999999999, 3.06, 0.5859999999999991]",94.94878773919713
4798,"[-0.391, 0.307, -0.101, -0.248, -0.8, 4481.0, 1917.0, 2.129999999999999, 3.06, 0.5859999999999991]",95.34282203926367
4799,"[-0.379, 0.307, -0.09099999999999901, -0.248, -0.8, 4483.0, 1918.0, 2.14, 3.049999999999999, 0.5859999999999991]",99.98747221895286
4800,"[-0.39, 0.307, -0.10199999999999901, -0.248, -0.8, 4481.0, 1918.0, 2.129999999999999, 3.06, 0.5859999999999991]",95.10300915501499
4801,"[-0.36399999999999905, 0.307, -0.122, -0.248, -0.8, 4480.0, 1918.0, 2.14, 3.06, 0.5859999999999991]",89.41009989309086
4802,"[-0.377, 0.307, -0.125, -0.25, -0.8, 4480.0, 1918.0, 2.14, 3.069999999999999, 0.5859999999999991]",84.94301318727761
4803,"[-0.371, 0.307, -0.113, -0.247, -0.8, 4476.0, 1914.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.70831224776792
4804,"[-0.373, 0.307, -0.107, -0.247, -0.8, 4480.0, 1918.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.52477571839715
4805,"[-0.36599999999999905, 0.307, -0.117, -0.245, -0.8, 4482.0, 1920.0, 2.14, 3.069999999999999, 0.5859999999999991]",84.95916334166333
4806,"[-0.37, 0.307, -0.12, -0.247, -0.8, 4480.0, 1918.0, 2.14, 3.069999999999999, 0.5859999999999991]",84.98976472545313
4807,"[-0.375, 0.307, -0.136, -0.247, -0.8, 4480.0, 1918.0, 2.14, 3.069999999999999, 0.5859999999999991]",84.85895892996493
4808,"[-0.36599999999999905, 0.307, -0.117, -0.245, -0.8, 4487.0, 1917.0, 2.14, 3.069999999999999, 0.5859999999999991]",84.70224283872496
4809,"[-0.375, 0.307, -0.122, -0.245, -0.8, 4481.0, 1919.0, 2.14, 3.06, 0.5859999999999991]",89.53724268094858
4810,"[-0.377, 0.307, -0.14099999999999902, -0.248, -0.8, 4480.0, 1917.0, 2.14, 3.06, 0.5849999999999991]",161.57284089583365
4811,"[-0.379, 0.307, -0.14699999999999902, -0.247, -0.8, 4481.0, 1917.0, 2.08, 3.069999999999999, 0.5859999999999991]",120.18208888953727
4812,"[-0.371, 0.307, -0.113, -0.247, -0.8, 4480.0, 1914.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.3173146905348
4813,"[-0.36499999999999905, 0.307, -0.131, -0.247, -0.8, 4480.0, 1918.0, 2.14, 3.069999999999999, 0.5859999999999991]",84.56139526952714
4814,"[-0.35699999999999904, 0.307, -0.126, -0.247, -0.8, 4480.0, 1913.0, 2.14, 3.069999999999999, 0.5859999999999991]",84.49392404318118
4815,"[-0.392, 0.307, -0.115, -0.245, -0.8, 4481.0, 1917.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.98414693894676
4816,"[-0.377, 0.307, -0.14, -0.248, -0.8, 4480.0, 1917.0, 2.14, 3.06, 0.5849999999999991]",161.71930731150718
4817,"[-0.371, 0.307, -0.113, -0.247, -0.8, 4480.0, 1918.0, 2.14, 3.06, 0.5859999999999991]",90.05378097042622
4818,"[-0.385, 0.307, -0.10299999999999901, -0.246, -0.8, 4482.0, 1919.0, 2.14, 3.06, 0.5859999999999991]",90.58382436297428
4819,"[-0.35099999999999903, 0.307, -0.449, -0.248, -0.8, 4479.0, 1870.0, 2.14, 3.06, 0.5849999999999991]",158.82661747053015
4820,"[-0.371, 0.307, -0.113, -0.247, -0.8, 4480.0, 1918.0, 2.14, 3.049999999999999, 0.5859999999999991]",98.85408274522678
4821,"[-0.376, 0.307, -0.101, -0.248, -0.8, 4482.0, 1917.0, 2.129999999999999, 3.06, 0.5859999999999991]",94.61590959212243
4822,"[-0.377, 0.307, -0.097, -0.247, -0.8, 4482.0, 1919.0, 2.129999999999999, 3.06, 0.5859999999999991]",94.58325856277374
4823,"[-0.377, 0.307, -0.114, -0.245, -0.8, 4480.0, 1919.0, 2.129999999999999, 3.06, 0.5869999999999991]",94.23257128460556
4824,"[-0.383, 0.307, -0.10299999999999901, -0.248, -0.8, 4481.0, 1918.0, 2.129999999999999, 3.06, 0.5859999999999991]",94.79020976154922
4825,"[-0.38, 0.307, -0.109, -0.248, -0.8, 4481.0, 1918.0, 2.1, 3.06, 0.5859999999999991]",116.92602253130066
4826,"[-0.382, 0.307, -0.1, -0.246, -0.8, 4483.0, 1920.0, 2.14, 3.049999999999999, 0.5859999999999991]",98.92188551050921
4827,"[-0.379, 0.307, -0.12, -0.25, -0.8, 4694.0, 1920.0, 2.129999999999999, 3.06, 0.5859999999999991]",165.79646965810687
4828,"[-0.371, 0.307, -0.111, -0.246, -0.8, 4321.0, 1917.0, 2.14, 3.06, 0.5849999999999991]",357.96002637859806
4829,"[-0.376, 0.307, -0.11899999999999901, -0.23599999999999902, -0.8, 4481.0, 1917.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.95432850704927
4830,"[-0.375, 0.307, -0.124, -0.247, -0.8, 4481.0, 1917.0, 2.14, 3.06, 0.5859999999999991]",89.53948522137595
4831,"[-0.37, 0.307, -0.106, -0.248, -0.8, 4480.0, 1918.0, 2.14, 3.06, 0.5859999999999991]",90.46249008871365
4832,"[-0.36599999999999905, 0.307, -0.117, -0.245, -0.8, 4482.0, 1920.0, 2.129999999999999, 3.06, 0.5859999999999991]",92.6142632440451
4833,"[-0.376, 0.307, -0.123, -0.249, -0.8, 4694.0, 1919.0, 2.129999999999999, 3.06, 0.5859999999999991]",165.75516473093114
4834,"[-0.381, 0.307, -0.10400000000000001, -0.248, -0.8, 4481.0, 1918.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.75627650881849
4835,"[-0.378, 0.307, -0.122, -0.248, -0.8, 4483.0, 1917.0, 2.129999999999999, 3.06, 0.5859999999999991]",93.03079192640753
4836,"[-0.372, 0.307, -0.107, -0.248, -0.8, 4486.0, 1915.0, 2.129999999999999, 3.06, 0.5859999999999991]",93.31806620795656
4837,"[-0.371, 0.307, -0.113, -0.247, -0.8, 4480.0, 1914.0, 2.14, 2.46, 0.5859999999999991]",8058.027573338038
4838,"[-0.36399999999999905, 0.307, -0.13, -0.247, -0.8, 4480.0, 1917.0, 2.14, 3.069999999999999, 0.5859999999999991]",84.53912897623395
4839,"[-0.376, 0.307, -0.12, -0.249, -0.8, 4480.0, 1918.0, 2.14, 3.049999999999999, 0.5859999999999991]",98.6963629135917
4840,"[-0.379, 0.307, -0.09099999999999901, -0.248, -0.8, 4481.0, 1918.0, 2.129999999999999, 3.06, 0.5859999999999991]",95.6403806279435
4841,"[-0.36599999999999905, 0.307, -0.121, -0.248, -0.8, 4480.0, 1917.0, 2.14, 3.06, 0.5859999999999991]",89.57864982304032
4842,"[-0.376, 0.307, -0.125, -0.245, -0.8, 4481.0, 1919.0, 2.14, 3.06, 0.5859999999999991]",89.47025942169947
4843,"[-0.391, 0.307, -0.101, -0.248, -0.8, 4481.0, 1924.0, 2.129999999999999, 3.06, 0.5859999999999991]",94.49273288145895
4844,"[-0.376, 0.307, -0.122, -0.24399999999999902, -0.8, 4481.0, 1918.0, 2.14, 3.06, 0.5859999999999991]",89.61875728627858
4845,"[-0.39, 0.307, -0.107, -0.248, -0.8, 4481.0, 1917.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.96640268742544
4846,"[-0.376, 0.307, -0.107, -0.248, -0.8, 4481.0, 1918.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.49204767680298
4847,"[-0.372, 0.307, -0.121, -0.248, -0.8, 4480.0, 1918.0, 2.14, 3.069999999999999, 0.5859999999999991]",84.9740280860479
4848,"[-0.39, 0.307, -0.111, -0.24399999999999902, -0.8, 4481.0, 1917.0, 2.14, 3.069999999999999, 0.5859999999999991]",86.050474805378
4849,"[-0.383, 0.307, -0.10299999999999901, -0.248, -0.8, 4481.0, 1918.0, 2.14, 2.99, 0.5859999999999991]",237.70430556874823
4850,"[-0.374, 0.307, -0.123, -0.247, -0.8, 4482.0, 1917.0, 2.14, 3.06, 0.5859999999999991]",89.37636754471433
4851,"[-0.36799999999999905, 0.307, -0.115, -0.246, -0.8, 4481.0, 1914.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.11042944012668
4852,"[-0.371, 0.307, -0.113, -0.247, -0.8, 4470.0, 1918.0, 2.14, 3.069999999999999, 0.5859999999999991]",86.26060826687392
4853,"[-0.36599999999999905, 0.307, -0.117, -0.245, -0.8, 4483.0, 1917.0, 2.14, 3.069999999999999, 0.5859999999999991]",84.88043769942462
4854,"[-0.35999999999999904, 0.307, -0.124, -0.246, -0.8, 4481.0, 1914.0, 2.14, 3.069999999999999, 0.5859999999999991]",84.58116460096727
4855,"[-0.36599999999999905, 0.307, -0.117, -0.245, -0.8, 4488.0, 1920.0, 2.14, 3.069999999999999, 0.5859999999999991]",84.74668530398809
4856,"[-0.36499999999999905, 0.307, -0.11899999999999901, -0.246, -0.8, 4481.0, 1917.0, 2.14, 3.069999999999999, 0.5859999999999991]",84.8594960604904
4857,"[-0.402, 0.307, -0.132, -0.246, -0.8, 4481.0, 1919.0, 2.14, 3.069999999999999, 0.5859999999999991]",86.3497484329217
4858,"[-0.371, 0.307, -0.107, -0.245, -0.8, 4480.0, 1918.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.55168489539295
4859,"[-0.373, 0.307, -0.11, -0.247, -0.8, 4480.0, 1918.0, 2.14, 3.069999999999999, 0.5859999999999991]",85.40800152799636
4860,"[-0.387, 0.307, -0.10299999999999901, -0.248, -0.8, 4481.0, 1918.0, 2.129999999999999, 3.06, 0.5859999999999991]",94.92493941600794
4861,"[-1.0, 0.307, -0.131, -0.247, -0.8, 4480.0, 1918.0, 2.14, 3.069999999999999, 0.5899999999999991]",925.9397567850604
4862,"[-0.375, 0.307, -0.129, -0.247, -0.8, 4481.0, 1917.0, 2.14, 3.06, 0.5859999999999991]",89.34673034308624
